"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 25 16:49:39 BRT 2023","Tue Apr 25 16:49:49 BRT 2023","9820","Cadastro Cedulas","Excluir","","","","Excluir Cedulas",""
"passed","Tue Apr 25 16:09:07 BRT 2023","Tue Apr 25 16:09:21 BRT 2023","13695","Cadastro Empresa","Alterar","","","","Alterar Empresa",""
"passed","Tue Apr 25 16:50:13 BRT 2023","Tue Apr 25 16:50:24 BRT 2023","11118","Cadastro Cupom Promocional","Alterar","","","","Alterar Cupom Promocional",""
"passed","Tue Apr 25 16:42:42 BRT 2023","Tue Apr 25 16:42:55 BRT 2023","12386","Cadastro Regras de imposto ISS","Excluir","","","","Excluir Regras de imposto ISS",""
"passed","Tue Apr 25 16:30:07 BRT 2023","Tue Apr 25 16:30:19 BRT 2023","12436","Cadastro Widget","Excluir","","","","Excluir Widget",""
"passed","Tue Apr 25 16:59:31 BRT 2023","Tue Apr 25 16:59:42 BRT 2023","11278","Cadastro Texto","Alterar","","","","Alterar Texto",""
"passed","Tue Apr 25 16:08:24 BRT 2023","Tue Apr 25 16:08:37 BRT 2023","12985","Cadastro Departamento loja","Excluir","","","","Excluir Departamento loja",""
"passed","Tue Apr 25 16:24:33 BRT 2023","Tue Apr 25 16:24:54 BRT 2023","20802","Cadastro Premiação Aleatoria","Cadastro","","","","Cadastrar Premiação Aleatoria",""
"passed","Tue Apr 25 16:48:51 BRT 2023","Tue Apr 25 16:49:02 BRT 2023","11163","Cadastro Chaves criptografia PDV","Excluir","","","","Excluir Chaves criptografia PDV",""
"passed","Tue Apr 25 16:31:03 BRT 2023","Tue Apr 25 16:31:15 BRT 2023","11782","Cadastro CFOP","Excluir","","","","Excluir CFOP",""
"passed","Tue Apr 25 16:47:17 BRT 2023","Tue Apr 25 16:47:27 BRT 2023","10610","Cadastro Balança","Excluir","","","","Excluir Balança",""
"passed","Tue Apr 25 16:39:53 BRT 2023","Tue Apr 25 16:40:04 BRT 2023","11539","Cadastro Observacao fiscal","Excluir","","","","Excluir Observacao fiscal",""
"passed","Tue Apr 25 16:53:34 BRT 2023","Tue Apr 25 16:53:38 BRT 2023","3943","Cadastro Garantia Estendida","Excluir","","","","Excluir Garantia Estendida",""
